CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PhoneNumber,Address
15362,MRS.,JENNIFER,ADAMS,12/06/1965,M,F,jennifer18@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y,(555) 825-4720,"1240 Elm Street, Chicago, IL 13237"
15363,MR.,JUSTIN,YANG,2/26/1965,M,M,justin24@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y,(789) 831-9547,"9749 Elm Street, Los Angeles, IL 28623"
15364,MR.,AIDAN,BRYANT,2/21/1965,S,M,aidan19@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(789) 126-4615,"8587 Elm Street, New York, NY 52358"
15365,MRS.,VICTORIA,GRAY,10/24/1965,M,F,victoria42@adventure-works.com,"$120,000 ",3,Bachelors,Management,Y,(789) 956-3217,"5971 Main Street, Los Angeles, NY 67818"
15366,MRS.,ALYSSA,COLEMAN,12/22/1965,M,F,alyssa52@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y,(789) 813-2937,"8494 Elm Street, New York, NY 46127"
15367,MS.,ALYSSA,WHITE,01/05/1964,S,F,alyssa12@adventure-works.com,"$90,000 ",0,Partial College,Professional,N,(555) 984-7131,"8097 Main Street, Los Angeles, IL 32976"
15368,MRS.,BRANDI,MARTIN,02/08/1964,M,F,brandi0@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y,(789) 794-9155,"4785 Elm Street, Chicago, CA 55652"
15369,MR.,CONNOR,PEREZ,2/21/1956,M,M,connor32@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y,(123) 754-2831,"9786 Main Street, New York, NY 36822"
15370,MRS.,JESSICA,BUTLER,07/03/1956,M,F,jessica38@adventure-works.com,"$70,000 ",4,Partial College,Professional,N,(555) 149-5210,"6383 Main Street, Chicago, CA 88951"
15371,MR.,CAMERON,BRYANT,03/04/1956,M,M,cameron13@adventure-works.com,"$80,000 ",3,Partial College,Professional,N,(789) 427-5208,"3064 Elm Street, Los Angeles, NY 18611"
15372,MR.,MIGUEL,ALEXANDER,7/19/1956,M,M,miguel65@adventure-works.com,"$80,000 ",3,Partial College,Professional,N,(555) 604-2697,"1161 Main Street, New York, NY 35382"
15373,MRS.,KAITLYN,JONES,4/19/1934,M,F,kaitlyn26@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,(555) 388-9195,"1568 Elm Street, Chicago, NY 29565"
15374,MRS.,DONNA,KUMAR,10/12/1934,M,F,donna7@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,(789) 843-1642,"8774 Main Street, New York, IL 48123"
15375,MRS.,ALISHA,CHANDE,9/15/1934,S,F,alisha39@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y,(555) 641-5192,"2768 Elm Street, Los Angeles, IL 96386"
15376,MRS.,MEGAN,SANDERS,05/06/1963,S,F,megan49@adventure-works.com,"$80,000 ",4,Partial College,Professional,N,(555) 833-1706,"2893 Main Street, Los Angeles, IL 53352"
15377,MRS.,BRIANNA,JACKSON,07/05/1963,S,F,brianna10@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(123) 461-4454,"7778 Main Street, New York, IL 84144"
15378,MR.,DEVIN,WARD,03/06/1963,M,M,devin70@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(123) 870-8116,"8536 Main Street, New York, CA 60083"
15379,MRS.,AMANDA,GRIFFIN,11/23/1963,M,F,amanda42@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y,(789) 750-8317,"4889 Main Street, Los Angeles, NY 49204"
15380,MR.,NATHAN,ROBINSON,10/08/1962,M,M,nathan52@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y,(789) 805-3480,"607 Elm Street, Chicago, IL 17971"
15381,MRS.,ALEXA,HOWARD,05/10/1962,M,F,alexa9@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y,(123) 861-9520,"5538 Main Street, Chicago, NY 43597"
15382,MRS.,KIMBERLY,BLUE,05/11/1962,M,F,kimberly16@adventure-works.com,"$110,000 ",1,Bachelors,Management,Y,(555) 109-8025,"9161 Main Street, Los Angeles, CA 90928"
15383,MR.,CHARLES,RIVERA,10/28/1962,M,M,charles56@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y,(789) 555-2892,"5896 Main Street, Los Angeles, NY 63011"
15384,MR.,XAVIER,ALAN,2/23/1961,M,M,xavier22@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,(555) 884-8044,"4396 Park Avenue, New York, IL 55005"
15385,MRS.,DESTINY,REED,6/14/1961,M,F,destiny27@adventure-works.com,"$90,000 ",4,High School,Professional,Y,(789) 435-4568,"7323 Main Street, Los Angeles, NY 22316"
15386,MR.,NICHOLAS,TAYLOR,03/08/1961,S,M,nicholas10@adventure-works.com,"$90,000 ",4,High School,Professional,N,(789) 174-1600,"6994 Elm Street, New York, NY 54568"
15387,MR.,MIGUEL,RODRIGUEZ,2/13/1961,M,M,miguel20@adventure-works.com,"$110,000 ",1,Partial College,Professional,Y,(555) 660-6705,"3704 Park Avenue, New York, CA 54387"
15388,MRS.,VICTORIA,SMITH,1/19/1961,M,F,victoria1@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y,(789) 174-9551,"7644 Elm Street, Los Angeles, IL 26612"
15389,MRS.,JOAN,KING,09/06/1961,S,F,joan14@adventure-works.com,"$130,000 ",1,Bachelors,Management,N,(789) 313-4030,"7498 Main Street, New York, NY 58619"
15390,MR.,JONATHAN,TURNER,05/04/1955,M,M,jonathan34@adventure-works.com,"$60,000 ",2,High School,Professional,N,(555) 674-1553,"9604 Elm Street, New York, CA 86565"
15391,MRS.,JORDYN,POWELL,3/20/1955,M,F,jordyn8@adventure-works.com,"$90,000 ",2,High School,Professional,N,(555) 884-9725,"7160 Main Street, Chicago, NY 71073"
15392,MRS.,SYDNEY,BROWN,8/19/1954,S,F,sydney68@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N,(555) 984-8404,"9462 Elm Street, Los Angeles, CA 32108"
15393,MRS.,REBEKAH,RUIZ,10/02/1935,M,F,rebekah22@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,(555) 223-2950,"3322 Elm Street, Chicago, IL 60283"
15394,MRS.,NATALIE,WILSON,04/06/1936,M,F,natalie74@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,(789) 182-8803,"6379 Park Avenue, Chicago, CA 58699"
15395,MR.,JOSEPH,CLARK,10/17/1960,S,M,joseph26@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,(555) 415-2621,"1412 Elm Street, New York, NY 47862"
15396,MRS.,JULIA,WILSON,11/02/1960,M,F,julia29@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y,(789) 718-3277,"4769 Main Street, Los Angeles, IL 30326"
15398,MR.,JOSE,WANG,10/13/1960,M,M,jose19@adventure-works.com,"$150,000 ",1,Partial College,Professional,Y,(123) 904-5712,"5822 Main Street, Chicago, IL 14360"
15399,MRS.,MACKENZIE,MURPHY,08/01/1954,S,F,mackenzie13@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y,(789) 267-7296,"5527 Elm Street, New York, CA 71345"
15400,MR.,SAMUEL,ROBERTS,9/19/1954,M,M,samuel34@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,N,(123) 557-1071,"823 Main Street, New York, IL 36126"
15401,MRS.,RACHEL,HUGHES,8/16/1954,S,F,rachel59@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,Y,(123) 563-8982,"9509 Main Street, Chicago, CA 55220"
15402,MR.,CONNOR,EVANS,8/16/1954,M,M,connor29@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,N,(123) 496-1268,"8576 Park Avenue, Los Angeles, IL 79146"
15403,MR.,JEREMIAH,ROSS,09/06/1954,M,M,jeremiah27@adventure-works.com,"$60,000 ",2,Partial High School,Skilled Manual,N,(555) 914-1627,"9816 Elm Street, Chicago, NY 80998"
15404,MRS.,SYDNEY,ROBINSON,05/03/1954,S,F,sydney80@adventure-works.com,"$70,000 ",3,High School,Professional,Y,(789) 482-7327,"5410 Park Avenue, Los Angeles, CA 74955"
15405,,MIGUEL,ROSS,3/24/1953,M,,miguel50@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(789) 665-6818,"2550 Elm Street, Los Angeles, IL 71742"
15406,MRS.,AMANDA,BUTLER,5/26/1953,S,F,amanda35@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(789) 661-2418,"6579 Park Avenue, Chicago, IL 75749"
15407,MRS.,JULIA,LEE,09/06/1953,S,F,julia43@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(555) 850-5189,"3767 Elm Street, New York, IL 15899"
15408,MRS.,OLIVIA,THOMPSON,10/26/1953,S,F,olivia14@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(123) 746-9694,"8701 Elm Street, New York, CA 92061"
15409,MR.,EDUARDO,COOPER,08/03/1952,M,M,eduardo77@adventure-works.com,"$40,000 ",3,Partial College,Professional,N,(789) 730-3838,"9325 Elm Street, Chicago, NY 41820"
15410,MRS.,KATHERINE,HARRIS,6/22/1952,M,F,katherine84@adventure-works.com,"$40,000 ",3,Partial College,Professional,N,(789) 846-3928,"4305 Main Street, New York, IL 17531"
15411,MR.,JAY,CHANDRA,11/07/1937,S,M,jay8@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,(789) 469-7262,"2385 Elm Street, New York, NY 15149"
15412,MR.,RYAN,GRIFFIN,6/14/1937,M,M,ryan24@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y,(789) 805-7036,"4537 Main Street, New York, IL 33190"
15413,MR.,DONALD,PRASAD,09/04/1937,M,M,donald11@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,(123) 489-4289,"8464 Main Street, New York, NY 89327"
15414,MR.,ISAAC,RICHARDSON,09/03/1939,M,M,isaac9@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,(123) 956-6578,"6724 Park Avenue, New York, NY 72795"
15415,MRS.,RACHEL,GRAY,5/14/1939,M,F,rachel42@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,N,(555) 955-1038,"5320 Main Street, New York, NY 72664"
15416,MR.,EDWARD,BARNES,2/19/1940,M,M,edward51@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,(555) 828-9374,"9312 Elm Street, Los Angeles, IL 75136"
15417,MR.,ALVIN,LU,06/05/1941,S,M,alvin11@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y,(123) 306-4041,"9392 Park Avenue, Los Angeles, IL 22092"
15418,MR.,ANGEL,KELLY,10/05/1968,S,M,angel1@adventure-works.com,"$90,000 ",4,Bachelors,Management,N,(123) 816-4026,"2784 Elm Street, Chicago, CA 95804"
15419,MR.,CARLOS,BAKER,1/17/1968,S,M,carlos35@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y,(123) 605-1787,"5895 Elm Street, Chicago, NY 73599"
15420,MR.,NATHAN,HERNANDEZ,10/02/1968,M,M,nathan48@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y,(555) 542-4102,"4940 Park Avenue, New York, NY 52574"
15421,MR.,CAMERON,CLARK,03/03/1968,S,M,cameron37@adventure-works.com,"$100,000 ",3,Bachelors,Management,N,(789) 440-3018,"9990 Park Avenue, New York, IL 49453"
15422,MS.,KELLY,GRIFFIN,07/10/1979,M,F,kelly25@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(789) 119-9834,"4785 Park Avenue, Los Angeles, IL 91741"
15423,MR.,JACK,LONG,4/26/1979,S,M,jack10@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,(555) 285-5967,"6859 Elm Street, Los Angeles, NY 23359"
15424,MS.,REBECCA,HILL,06/12/1979,S,F,rebecca23@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N,(555) 889-2599,"2484 Main Street, New York, CA 87930"
15425,MRS.,TINA,SAI,9/25/1944,M,F,tina7@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,N,(789) 943-3242,"987 Park Avenue, Los Angeles, IL 64889"
15426,MRS.,CRISTINA,KUMAR,2/17/1944,S,F,cristina7@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,Y,(555) 362-6364,"5955 Main Street, Chicago, NY 77160"
15427,MS.,JADE,MURPHY,11/18/1979,S,F,jade12@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,(555) 651-7100,"5537 Main Street, Chicago, NY 85456"
15428,MR.,RICHARD,HOWARD,05/01/1979,M,M,richard93@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y,(789) 495-8953,"308 Park Avenue, Los Angeles, IL 97273"
15429,MR.,AARON,LI,4/19/1979,M,M,aaron26@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,(555) 789-6047,"8977 Park Avenue, Chicago, IL 81712"
15430,MR.,ALFREDO,JIMÉNEZ,06/09/1978,M,M,alfredo6@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(555) 268-3071,"825 Elm Street, Los Angeles, CA 34738"
15431,MR.,JOHN,JACKSON,3/17/1978,M,M,john49@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(789) 931-1166,"9004 Elm Street, New York, IL 13589"
15432,MR.,ALVIN,KUMAR,8/18/1978,S,M,alvin30@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y,(555) 679-6321,"2679 Main Street, Chicago, NY 39203"
15433,MR.,ADAM,SHARMA,8/18/1978,S,M,adam26@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,(123) 273-1153,"8318 Main Street, New York, CA 53425"
15434,MR.,BRENT,ZHOU,1/19/1945,M,M,brent8@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,N,(789) 388-4310,"9801 Main Street, Chicago, NY 79238"
15435,MR.,GEOFFREY,RAMAN,10/12/1946,S,M,geoffrey10@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y,(123) 572-9886,"7898 Main Street, Los Angeles, NY 90460"
15436,MRS.,PATRICIA,SURI,9/20/1946,S,F,patricia5@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y,(555) 510-9994,"4991 Park Avenue, New York, NY 49902"
15437,MRS.,CANDACE,SRINI,6/22/1947,M,F,candace8@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y,(123) 519-2666,"983 Park Avenue, Los Angeles, NY 54441"
15438,,ARTHUR,RODRIGUEZ,03/11/1947,M,,arthur20@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,(123) 496-7555,"623 Elm Street, Chicago, IL 42727"
15439,MR.,MASON,EVANS,1/15/1948,M,M,mason21@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y,(123) 578-3296,"7577 Elm Street, Chicago, CA 58528"
15440,MR.,JON,PAL,3/23/1974,M,M,jon8@adventure-works.com,"$10,000 ",0,Graduate Degree,Manual,Y,(123) 586-3002,"8389 Main Street, Chicago, CA 94704"
15441,MRS.,CHRISTY,ZENG,2/17/1966,M,F,christy20@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y,(555) 851-7421,"5654 Elm Street, Los Angeles, NY 12626"
15442,MR.,ALEJANDRO,SHEN,6/27/1962,M,M,alejandro28@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y,(789) 253-4786,"7133 Main Street, Los Angeles, IL 89956"
15443,MR.,FRANCISCO,PATEL,3/26/1962,M,M,francisco4@adventure-works.com,"$10,000 ",1,Graduate Degree,Manual,Y,(789) 360-7006,"3051 Main Street, Los Angeles, NY 28721"
15444,MR.,ROY,FERNANDEZ,02/09/1962,M,M,roy16@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,(555) 861-9493,"9619 Park Avenue, New York, NY 74857"
15445,MR.,BOB,LOPEZ,12/13/1962,M,M,bob9@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,(555) 511-1381,"9906 Park Avenue, Los Angeles, CA 66695"
15446,,LEVI,MADAN,5/23/1961,S,,levi7@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,(123) 392-3461,"857 Elm Street, New York, NY 27451"
15447,MRS.,REGINA,MADAN,05/11/1961,M,F,regina7@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,(123) 509-4208,"1765 Park Avenue, Los Angeles, NY 32298"
15448,MR.,OMAR,SHE,10/25/1961,M,M,omar22@adventure-works.com,"$20,000 ",1,Graduate Degree,Clerical,Y,(555) 620-5222,"1854 Park Avenue, New York, IL 42938"
15449,MR.,CEDRIC,YUAN,2/15/1935,M,M,cedric28@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y,(123) 109-4891,"1326 Park Avenue, Los Angeles, IL 66138"
15450,MR.,MARSHALL,BLACK,06/10/1936,M,M,marshall40@adventure-works.com,"$10,000 ",1,Graduate Degree,Clerical,Y,(789) 749-4649,"7139 Park Avenue, Los Angeles, NY 90273"
15451,MRS.,LINDA,MUNOZ,5/19/1962,M,F,linda22@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y,(789) 366-3793,"934 Park Avenue, New York, IL 25749"
15452,MRS.,ALISON,GOEL,8/19/1958,M,F,alison20@adventure-works.com,"$10,000 ",1,Bachelors,Manual,Y,(555) 307-2195,"4963 Park Avenue, New York, CA 91742"
15453,MRS.,ISABELLE,BARNES,08/11/1958,M,F,isabelle3@adventure-works.com,"$20,000 ",1,Bachelors,Manual,Y,(123) 822-3481,"9218 Park Avenue, Los Angeles, NY 47545"
15454,MR.,IAN,BENNETT,09/03/1955,M,M,ian41@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y,(789) 104-4056,"6016 Main Street, New York, NY 15074"
15455,MRS.,DENISE,RAMAN,04/09/1940,S,F,denise13@adventure-works.com,"$10,000 ",2,Partial College,Manual,Y,(789) 233-8117,"5881 Park Avenue, Chicago, CA 36183"
15456,MR.,DONALD,SURI,10/14/1940,S,M,donald2@adventure-works.com,"$20,000 ",1,Bachelors,Clerical,Y,(555) 343-8627,"6528 Elm Street, Los Angeles, CA 24500"
15457,MRS.,ADRIANA,MARTINEZ,2/28/1941,M,F,adriana18@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,(123) 946-8194,"6022 Main Street, Chicago, CA 47730"
15458,MRS.,KRYSTAL,MA,6/27/1942,M,F,krystal16@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,(555) 119-7296,"5019 Main Street, New York, IL 86263"
15459,MRS.,BETH,DOMINGUEZ,4/13/1942,M,F,beth15@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,(123) 524-4943,"1948 Main Street, Los Angeles, IL 59067"
15460,MRS.,BETHANY,NARA,2/13/1942,M,F,bethany20@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,(123) 461-4152,"7865 Elm Street, Los Angeles, CA 72720"
15461,MR.,ALBERTO,GUTIERREZ,5/13/1942,M,M,alberto12@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y,(789) 985-8232,"9094 Park Avenue, New York, CA 21645"
15462,MR.,TONY,CHANDE,8/27/1943,M,M,tony17@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y,(123) 341-7549,"551 Main Street, New York, NY 13620"
15463,MR.,TERRENCE,YUAN,11/19/1943,S,M,terrence7@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y,(789) 852-7338,"7100 Elm Street, New York, CA 94426"
15464,MS.,KRISTI,BLANCO,04/04/1980,M,F,kristi11@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,(789) 623-3224,"2537 Park Avenue, Chicago, CA 85274"
15465,MS.,JACQUELYN,NAVARRO,09/03/1980,M,F,jacquelyn10@adventure-works.com,"$10,000 ",0,Partial College,Manual,N,(555) 749-2834,"6678 Main Street, New York, CA 25372"
15466,MR.,ELIJAH,PEREZ,01/08/1970,M,M,elijah32@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,(123) 517-6527,"6895 Park Avenue, New York, IL 45997"
15467,MR.,CALEB,SHAN,08/02/1970,M,M,caleb27@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,(789) 926-2761,"1092 Park Avenue, Los Angeles, NY 77192"
15468,MRS.,EMMA,FOSTER,11/10/1970,M,F,emma62@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,(789) 874-8140,"7155 Elm Street, Chicago, CA 73580"
15469,MR.,FERNANDO,WILLIAMS,10/28/1970,M,M,fernando3@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(123) 985-5178,"7877 Main Street, New York, IL 39061"
15470,MRS.,HAILEY,LOPEZ,2/21/1970,M,F,hailey60@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(123) 287-8380,"2403 Elm Street, Los Angeles, IL 15212"
15471,MRS.,DESTINY,WHITE,03/08/1969,S,F,destiny12@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y,(789) 879-7344,"147 Main Street, New York, NY 26877"
15472,MRS.,JENNIFER,TORRES,10/18/1969,S,F,jennifer67@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y,(123) 805-7528,"1412 Main Street, New York, IL 10004"
15473,MRS.,ABIGAIL,JENKINS,4/15/1969,S,F,abigail32@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,N,(555) 207-5880,"5494 Elm Street, Chicago, IL 54195"
15474,MR.,CAMERON,LAL,05/02/1969,M,M,cameron25@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y,(123) 800-6201,"2386 Park Avenue, New York, IL 74264"
15475,MRS.,KAITLYN,BROOKS,10/18/1969,S,F,kaitlyn65@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y,(555) 355-3935,"5431 Elm Street, New York, IL 68256"
15476,MRS.,ALYSSA,POWELL,11/01/1969,S,F,alyssa55@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(123) 969-8415,"2781 Main Street, Chicago, NY 96268"
15477,MR.,JOSE,ADAMS,08/11/1969,S,M,jose51@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(789) 174-1761,"3507 Main Street, Chicago, NY 93756"
15478,MRS.,MELANIE,RUSSELL,8/19/1971,M,F,melanie7@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(555) 403-3537,"7685 Elm Street, Chicago, IL 89957"
15479,,ANDREA,WRIGHT,8/21/1971,M,,andrea42@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(789) 420-2697,"2520 Park Avenue, Los Angeles, IL 38351"
15480,MRS.,DENISE,LOPEZ,7/23/1971,M,F,denise17@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y,(789) 745-4748,"4874 Main Street, Los Angeles, NY 84644"
15481,MRS.,JAMIE,ZHANG,8/25/1971,S,F,jamie2@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y,(123) 426-5801,"8445 Elm Street, Chicago, IL 67476"
15482,MRS.,AUDREY,RUBIO,02/08/1971,M,F,audrey23@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y,(555) 541-6110,"5654 Main Street, Chicago, CA 80920"
15483,MRS.,KATHERINE,ROBINSON,05/08/1971,M,F,katherine89@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y,(123) 378-9780,"7278 Main Street, New York, IL 45372"
15484,MR.,SAMUEL,HENDERSON,6/20/1971,M,M,samuel3@adventure-works.com,"$80,000 ",1,Graduate Degree,Professional,Y,(123) 916-4568,"4555 Park Avenue, Los Angeles, NY 86166"
15485,MRS.,JORDAN,WRIGHT,11/19/1969,M,F,jordan49@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(555) 543-8164,"9194 Park Avenue, Los Angeles, CA 47652"
15486,MR.,KEVIN,GRIFFIN,9/23/1969,M,M,kevin23@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(555) 649-3697,"9780 Elm Street, Chicago, CA 44033"
15487,MR.,JESSE,RAMIREZ,09/09/1969,S,M,jesse7@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(555) 472-3516,"3820 Park Avenue, Los Angeles, IL 98691"
15488,MR.,EVAN,RICHARDSON,3/27/1969,M,M,evan10@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(789) 318-7983,"7418 Main Street, New York, NY 62424"
15489,MRS.,EMILY,THOMPSON,7/26/1968,S,F,emily16@adventure-works.com,"$60,000 ",2,Bachelors,Skilled Manual,Y,(555) 814-4559,"57 Main Street, New York, IL 46634"
15490,MRS.,KAITLYN,RIVERA,02/03/1968,S,F,kaitlyn55@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,N,(789) 155-7529,"8587 Park Avenue, Chicago, IL 98223"
15491,MRS.,SHANNON,LI,4/23/1968,S,F,shannon3@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y,(123) 621-6161,"1974 Main Street, New York, CA 43131"
15492,MRS.,GRACE,LONG,10/19/1968,S,F,grace57@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y,(555) 931-3252,"1120 Elm Street, Chicago, CA 34527"
15493,MR.,ERIC,CHEN,9/19/1968,M,M,eric33@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y,(123) 694-2421,"2427 Main Street, Los Angeles, IL 27504"
15494,MRS.,ANNA,ROSS,11/14/1968,S,F,anna28@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,N,(789) 932-8041,"326 Main Street, Chicago, CA 11249"
15495,MR.,CRAIG,ALONSO,5/18/1967,M,M,craig9@adventure-works.com,"$40,000 ",5,High School,Skilled Manual,Y,(555) 529-5986,"8497 Elm Street, New York, NY 52205"
15496,MRS.,KELLI,GOEL,09/08/1967,S,F,kelli42@adventure-works.com,"$40,000 ",5,High School,Skilled Manual,Y,(123) 713-3449,"8274 Elm Street, Chicago, IL 49944"
15497,MS.,KATELYN,PHILLIPS,03/05/1967,M,F,katelyn28@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N,(123) 284-1446,"2194 Elm Street, Los Angeles, IL 96446"
15498,MRS.,ALEXANDRA,WASHINGTON,02/08/1970,M,F,alexandra36@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y,(789) 436-3691,"6807 Park Avenue, New York, NY 60916"
15500,MR.,KEITH,RAJI,1/25/1970,M,M,keith25@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y,(789) 822-2044,"8331 Elm Street, New York, CA 34356"
15501,MR.,JUSTIN,SIMMONS,6/21/1970,M,M,justin12@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y,(789) 310-5220,"6158 Elm Street, Chicago, CA 85872"
15502,MR.,NATHANIEL,HOWARD,10/19/1967,S,M,nathaniel12@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N,(123) 857-6597,"9133 Main Street, Chicago, NY 18664"
15503,MRS.,CAITLIN,JAMES,8/26/1967,S,F,caitlin6@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y,(555) 195-9943,"7907 Main Street, Los Angeles, IL 17657"
15504,MR.,JARED,JAMES,04/02/1967,S,M,jared1@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,N,(789) 884-6768,"4022 Main Street, New York, NY 83373"
15505,MRS.,GABRIELLA,BAILEY,02/07/1967,S,F,gabriella14@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,N,(555) 579-5045,"455 Main Street, New York, NY 86251"
